Symbol: PTSI	Start Date: 20180419	End Date: 20190116	Number: 125	Valid number: 83
Symbol: ASTC	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 101
Symbol: SMED	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 28
Symbol: GYC	Start Date: 20180427	End Date: 20190116	Number: 125	Valid number: 0
Symbol: CASM	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 101
Symbol: BYFC	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 37
Symbol: ADRU	Start Date: 20180426	End Date: 20190115	Number: 125	Valid number: 1
Symbol: ASLN	Start Date: 20180504	End Date: 20190116	Number: 125	Valid number: 55
Symbol: AMOV	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 5
Symbol: SBOT	Start Date: 20180507	End Date: 20190116	Number: 125	Valid number: 117
Symbol: FTD	Start Date: 20180416	End Date: 20190116	Number: 125	Valid number: 124
Symbol: CYAN	Start Date: 20180416	End Date: 20190116	Number: 125	Valid number: 2
Symbol: KFS	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 49
Symbol: NSYS	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 24
Symbol: EVRG	Start Date: 20180605	End Date: 20190116	Number: 125	Valid number: 124
Symbol: PNTR	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 50
Symbol: ROAD	Start Date: 20180504	End Date: 20190116	Number: 125	Valid number: 124
Symbol: EVFM	Start Date: 20180423	End Date: 20190116	Number: 125	Valid number: 100
Symbol: OSN	Start Date: 20180417	End Date: 20190116	Number: 125	Valid number: 53
Symbol: SGOC	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 19
Symbol: MOXC	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 48
Symbol: SCKT	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 12
Symbol: SHSP	Start Date: 20180420	End Date: 20190116	Number: 125	Valid number: 102
Symbol: ATAI	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 68
Symbol: KALA	Start Date: 20180416	End Date: 20190116	Number: 125	Valid number: 124
Symbol: QTM	Start Date: 20180417	End Date: 20190104	Number: 125	Valid number: 124
Symbol: GSHD	Start Date: 20180427	End Date: 20190116	Number: 125	Valid number: 124
Symbol: EAST	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 88
Symbol: AMS	Start Date: 20180426	End Date: 20190117	Number: 125	Valid number: 22
Symbol: HJV	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 12
Symbol: STRT	Start Date: 20180424	End Date: 20190116	Number: 125	Valid number: 44
Symbol: ARL	Start Date: 20180426	End Date: 20190116	Number: 125	Valid number: 13
Symbol: SPN	Start Date: 20180417	End Date: 20190116	Number: 126	Valid number: 125
Symbol: SPB	Start Date: 20180417	End Date: 20190116	Number: 126	Valid number: 125
Symbol: SFUN	Start Date: 20180417	End Date: 20190116	Number: 126	Valid number: 125
Symbol: FFBW	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 2
Symbol: GLNG	Start Date: 20180416	End Date: 20190116	Number: 126	Valid number: 125
Symbol: RLH	Start Date: 20180417	End Date: 20190116	Number: 126	Valid number: 125
Symbol: VNRX	Start Date: 20180419	End Date: 20190116	Number: 126	Valid number: 114
Symbol: XBIO	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 90
Symbol: CHNR	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 29
Symbol: SKOR	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 5
Symbol: CYAD	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 43
Symbol: ZEAL	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 33
Symbol: UNT	Start Date: 20180417	End Date: 20190116	Number: 126	Valid number: 125
Symbol: HGSH	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 53
Symbol: CKPT	Start Date: 20180418	End Date: 20190116	Number: 126	Valid number: 107
Symbol: DAC	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 119
Symbol: ORMP	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 90
Symbol: IPIC	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 35
Symbol: MVBF	Start Date: 20180424	End Date: 20190116	Number: 126	Valid number: 44
Symbol: OVLY	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 30
Symbol: PTX	Start Date: 20180423	End Date: 20190116	Number: 126	Valid number: 125
Symbol: QRHC	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 31
Symbol: WFT	Start Date: 20180417	End Date: 20190116	Number: 126	Valid number: 125
Symbol: MRUS	Start Date: 20180423	End Date: 20190116	Number: 126	Valid number: 117
Symbol: LYL	Start Date: 20180426	End Date: 20190115	Number: 126	Valid number: 34
Symbol: FPAY	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 59
Symbol: CAW	Start Date: 20180426	End Date: 20190117	Number: 126	Valid number: 7
Symbol: RIBT	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 115
Symbol: PIH	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 19
Symbol: PRTO	Start Date: 20180418	End Date: 20190116	Number: 126	Valid number: 71
Symbol: ZLAB	Start Date: 20180418	End Date: 20190116	Number: 126	Valid number: 125
Symbol: PUMP	Start Date: 20180417	End Date: 20190116	Number: 126	Valid number: 125
Symbol: CEL	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 14
Symbol: BH	Start Date: 20180501	End Date: 20190116	Number: 126	Valid number: 123
Symbol: IDN	Start Date: 20180426	End Date: 20190117	Number: 126	Valid number: 51
Symbol: BMRA	Start Date: 20180420	End Date: 20190116	Number: 126	Valid number: 19
Symbol: JOB	Start Date: 20180417	End Date: 20190117	Number: 126	Valid number: 22
Symbol: LENS	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 49
Symbol: GIGM	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 25
Symbol: CDMOP	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 1
Symbol: NYNY	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 72
Symbol: ZKIN	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 44
Symbol: BHV	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 8
Symbol: SOL	Start Date: 20180424	End Date: 20190116	Number: 126	Valid number: 93
Symbol: OSS	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 35
Symbol: AMCA	Start Date: 20180427	End Date: 20190116	Number: 126	Valid number: 3
Symbol: APDN	Start Date: 20180416	End Date: 20190116	Number: 126	Valid number: 107
Symbol: VTSI	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 48
Symbol: BTN	Start Date: 20180426	End Date: 20190117	Number: 126	Valid number: 13
Symbol: CLFD	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 113
Symbol: EQH	Start Date: 20180510	End Date: 20190116	Number: 126	Valid number: 125
Symbol: FFHL	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 26
Symbol: NVT	Start Date: 20180503	End Date: 20190116	Number: 126	Valid number: 125
Symbol: KRP	Start Date: 20180418	End Date: 20190116	Number: 126	Valid number: 115
Symbol: SSLJ	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 95
Symbol: GVP	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 31
Symbol: NTN	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 25
Symbol: ISSC	Start Date: 20180416	End Date: 20190116	Number: 126	Valid number: 20
Symbol: OTTW	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 3
Symbol: SLNO	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 74
Symbol: TAIT	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 54
Symbol: SYNL	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 100
Symbol: FUSB	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 2
Symbol: TLYS	Start Date: 20180417	End Date: 20190116	Number: 126	Valid number: 125
Symbol: SKYS	Start Date: 20180426	End Date: 20190116	Number: 126	Valid number: 61
Symbol: SBBP	Start Date: 20180417	End Date: 20190116	Number: 126	Valid number: 125
Symbol: ALPN	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 66
Symbol: LITB	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 55
Symbol: NTES	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: IIJI	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 15
Symbol: UONEK	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 65
Symbol: PDCE	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: OIIM	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 84
Symbol: GZT	Start Date: 20180426	End Date: 20190115	Number: 127	Valid number: 18
Symbol: TUSA	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 1
Symbol: GDS	Start Date: 20180416	End Date: 20190116	Number: 127	Valid number: 126
Symbol: HSDT	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 119
Symbol: USAT	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: OHAI	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 16
Symbol: STAF	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 95
Symbol: MELI	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: FBIOP	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 4
Symbol: ECCY	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 0
Symbol: HCLP	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: STML	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: PAR	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: MEET	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: GNMX	Start Date: 20180416	End Date: 20190116	Number: 127	Valid number: 122
Symbol: FEIM	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 44
Symbol: EML	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 45
Symbol: PES	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: HWKN	Start Date: 20180420	End Date: 20190116	Number: 127	Valid number: 123
Symbol: OMER	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: MSON	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 77
Symbol: TRPX	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 104
Symbol: SPLP	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 10
Symbol: DNJR	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 36
Symbol: CSSE	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 82
Symbol: AMRK	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 35
Symbol: LND	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 12
Symbol: TRIB	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 106
Symbol: SBGL	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: INTX	Start Date: 20180418	End Date: 20190107	Number: 127	Valid number: 79
Symbol: TGH	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: PDFS	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: MBII	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: RRC	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: MCRB	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: FEDU	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 49
Symbol: RNGR	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 70
Symbol: RBCN	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 4
Symbol: UTI	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 73
Symbol: IBKCO	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 0
Symbol: FTNW	Start Date: 20180418	End Date: 20190117	Number: 127	Valid number: 103
Symbol: BSTC	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 119
Symbol: LWAY	Start Date: 20180423	End Date: 20190116	Number: 127	Valid number: 89
Symbol: JCS	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 26
Symbol: YEXT	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: SYBX	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: ATXI	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 63
Symbol: RUSHB	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 45
Symbol: DTEA	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 71
Symbol: BRN	Start Date: 20180426	End Date: 20190117	Number: 127	Valid number: 24
Symbol: EMXC	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 0
Symbol: IMI	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 107
Symbol: CEMI	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 104
Symbol: HBMD	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 107
Symbol: IMMP	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 102
Symbol: WTTR	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 126
Symbol: MPVD	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 73
Symbol: CMCL	Start Date: 20180420	End Date: 20190117	Number: 127	Valid number: 40
Symbol: DRIO	Start Date: 20180416	End Date: 20190116	Number: 127	Valid number: 85
Symbol: STRM	Start Date: 20180426	End Date: 20190116	Number: 127	Valid number: 44
Symbol: NETS	Start Date: 20180417	End Date: 20190116	Number: 127	Valid number: 101
Symbol: NVFY	Start Date: 20180425	End Date: 20190116	Number: 127	Valid number: 93
Symbol: LASR	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 127
Symbol: ABAC	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 40
Symbol: MOTS	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 110
Symbol: TDW	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: NDRA	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 115
Symbol: AVP	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: NEOS	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: ALRN	Start Date: 20180419	End Date: 20190116	Number: 128	Valid number: 119
Symbol: ZTO	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: LKSD	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: NL	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 114
Symbol: LOOP	Start Date: 20180420	End Date: 20190116	Number: 128	Valid number: 112
Symbol: FDBC	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 15
Symbol: HMNF	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 6
Symbol: NES	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 32
Symbol: MRBK	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 5
Symbol: NVUS	Start Date: 20180423	End Date: 20190116	Number: 128	Valid number: 79
Symbol: USAP	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: NINE	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: MYSZ	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 127
Symbol: BSQR	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 45
Symbol: CVU	Start Date: 20180416	End Date: 20190117	Number: 128	Valid number: 109
Symbol: ESTE	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: REPH	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: PDVW	Start Date: 20180418	End Date: 20190116	Number: 128	Valid number: 127
Symbol: CMT	Start Date: 20180424	End Date: 20190117	Number: 128	Valid number: 113
Symbol: SGLB	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 110
Symbol: YOGA	Start Date: 20180419	End Date: 20190116	Number: 128	Valid number: 68
Symbol: COE	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 27
Symbol: GNK	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: SSKN	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 124
Symbol: LTRX	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 112
Symbol: TSQ	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: SE	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: ZFGN	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: BW	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: NTLA	Start Date: 20180416	End Date: 20190116	Number: 128	Valid number: 127
Symbol: ASPN	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 79
Symbol: BELFB	Start Date: 20180418	End Date: 20190116	Number: 128	Valid number: 116
Symbol: LBY	Start Date: 20180416	End Date: 20190116	Number: 128	Valid number: 127
Symbol: SMIT	Start Date: 20180418	End Date: 20190116	Number: 128	Valid number: 42
Symbol: MHE	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 7
Symbol: CADC	Start Date: 20180419	End Date: 20190116	Number: 128	Valid number: 88
Symbol: SECO	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 125
Symbol: EEI	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 14
Symbol: PMD	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 58
Symbol: FET	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: MAMS	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 27
Symbol: IRIX	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 67
Symbol: ALQA	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 41
Symbol: FCAN	Start Date: 20180427	End Date: 20190116	Number: 128	Valid number: 0
Symbol: VTNR	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 117
Symbol: TYHT	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 120
Symbol: IRMD	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 126
Symbol: TGS	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: TRMT	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 12
Symbol: APLS	Start Date: 20180416	End Date: 20190116	Number: 128	Valid number: 127
Symbol: ACER	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 98
Symbol: FTXH	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 0
Symbol: FVE	Start Date: 20180418	End Date: 20190116	Number: 128	Valid number: 106
Symbol: JASN	Start Date: 20180416	End Date: 20190116	Number: 128	Valid number: 126
Symbol: CHMG	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 28
Symbol: RMNI	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 114
Symbol: NAUH	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 42
Symbol: VHI	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: YY	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: ORPN	Start Date: 20180419	End Date: 20190116	Number: 128	Valid number: 85
Symbol: CSBR	Start Date: 20180416	End Date: 20190116	Number: 128	Valid number: 112
Symbol: BSTI	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: SIEB	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 97
Symbol: CUE	Start Date: 20180416	End Date: 20190116	Number: 128	Valid number: 127
Symbol: ZYME	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: SCX	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 51
Symbol: ESP	Start Date: 20180426	End Date: 20190117	Number: 128	Valid number: 6
Symbol: VPG	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: PFMT	Start Date: 20180424	End Date: 20190116	Number: 128	Valid number: 56
Symbol: CLDC	Start Date: 20180424	End Date: 20190116	Number: 128	Valid number: 85
Symbol: RNSC	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 0
Symbol: CAAS	Start Date: 20180416	End Date: 20190116	Number: 128	Valid number: 72
Symbol: AMEH	Start Date: 20180416	End Date: 20190116	Number: 128	Valid number: 120
Symbol: IO	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: PANL	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 30
Symbol: TRT	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 33
Symbol: ODT	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 122
Symbol: SAUC	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 87
Symbol: YIN	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 119
Symbol: TWMC	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 35
Symbol: BBGI	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 93
Symbol: JP	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: FRAC	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: TENX	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 59
Symbol: TDOC	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: ATOS	Start Date: 20180420	End Date: 20190116	Number: 128	Valid number: 126
Symbol: SYNC	Start Date: 20180418	End Date: 20190116	Number: 128	Valid number: 118
Symbol: FTSI	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: ASNS	Start Date: 20180416	End Date: 20190116	Number: 128	Valid number: 126
Symbol: BEDU	Start Date: 20180417	End Date: 20190116	Number: 128	Valid number: 127
Symbol: SSBI	Start Date: 20180426	End Date: 20190116	Number: 128	Valid number: 3
Symbol: CFX	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: AIRG	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 126
Symbol: AMSC	Start Date: 20180416	End Date: 20190116	Number: 129	Valid number: 128
Symbol: CVEO	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: WHLRP	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 14
Symbol: SGRP	Start Date: 20180424	End Date: 20190116	Number: 129	Valid number: 52
Symbol: ITCB	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 29
Symbol: ATV	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 50
Symbol: FPRX	Start Date: 20180416	End Date: 20190116	Number: 129	Valid number: 128
Symbol: IOTS	Start Date: 20180416	End Date: 20190116	Number: 129	Valid number: 128
Symbol: IRS	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 124
Symbol: SVA	Start Date: 20180418	End Date: 20190116	Number: 129	Valid number: 95
Symbol: IOVA	Start Date: 20180416	End Date: 20190116	Number: 129	Valid number: 128
Symbol: VET	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: IRBT	Start Date: 20180416	End Date: 20190116	Number: 129	Valid number: 128
Symbol: REED	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 104
Symbol: TESS	Start Date: 20180423	End Date: 20190116	Number: 129	Valid number: 89
Symbol: TUSK	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: PTGX	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: CDEV	Start Date: 20180416	End Date: 20190116	Number: 129	Valid number: 128
Symbol: LDRI	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 0
Symbol: ACU	Start Date: 20180426	End Date: 20190117	Number: 129	Valid number: 24
Symbol: ACHN	Start Date: 20180416	End Date: 20190116	Number: 129	Valid number: 128
Symbol: PCYO	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 95
Symbol: XON	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: FUV	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 91
Symbol: DPLO	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: IDSY	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 67
Symbol: OPK	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: CIL	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 3
Symbol: PETQ	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: EVI	Start Date: 20180426	End Date: 20190117	Number: 129	Valid number: 83
Symbol: SPPI	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: AGMH	Start Date: 20180418	End Date: 20190115	Number: 129	Valid number: 95
Symbol: QD	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: OII	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: CVR	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 0
Symbol: KOP	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: TCCO	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 49
Symbol: CJJD	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 69
Symbol: AUBN	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 19
Symbol: VVPR	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 73
Symbol: RETA	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: TST	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: PIR	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: AMR	Start Date: 20180416	End Date: 20190116	Number: 129	Valid number: 128
Symbol: NSTG	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: AC	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 89
Symbol: AR	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: SJIU	Start Date: 20180427	End Date: 20190116	Number: 129	Valid number: 1
Symbol: FND	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: NVEC	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 117
Symbol: CFMS	Start Date: 20180416	End Date: 20190116	Number: 129	Valid number: 128
Symbol: SENEA	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 99
Symbol: CBLI	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 17
Symbol: WHD	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: SRNE	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: DZSI	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 98
Symbol: ECR	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: DL	Start Date: 20180426	End Date: 20190116	Number: 129	Valid number: 94
Symbol: CJ	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
Symbol: SURF	Start Date: 20180419	End Date: 20190116	Number: 129	Valid number: 128
Symbol: NBR	Start Date: 20180417	End Date: 20190116	Number: 129	Valid number: 128
